# x, y
-1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 2.490000000000000213e+00 0.000000000000000000e+00
-1.000000000000000000e+00 2.490000000000000213e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.415270736109187855e+00 0.000000000000000000e+00
-1.000000000000000000e+00 2.006597231302185591e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.352159220435571907e+00 0.000000000000000000e+00
-1.000000000000000000e+00 5.347175352876583077e-01 0.000000000000000000e+00
1.000000000000000000e+00 1.386331865512126615e+00 0.000000000000000000e+00
1.000000000000000000e+00 8.381630130881401186e-02 0.000000000000000000e+00
-1.000000000000000000e+00 1.577972960781922396e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.286371189220014699e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.582550210284657588e+00 0.000000000000000000e+00
-1.000000000000000000e+00 3.226989911943825007e-01 0.000000000000000000e+00
1.000000000000000000e+00 3.279867528473010552e-01 0.000000000000000000e+00
1.000000000000000000e+00 2.135697121405797816e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.702808935141399971e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.525973294107837219e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.215074648953501146e+00 0.000000000000000000e+00
-1.000000000000000000e+00 9.082779059140122513e-01 0.000000000000000000e+00
-1.000000000000000000e+00 2.019620899584011475e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.118956629794411128e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.372511512350294005e+00 0.000000000000000000e+00
1.000000000000000000e+00 2.007974817176862992e+00 0.000000000000000000e+00
1.000000000000000000e+00 4.148618707151610074e-01 0.000000000000000000e+00
-1.000000000000000000e+00 3.481268487245792187e-01 0.000000000000000000e+00
-1.000000000000000000e+00 1.631714618954313245e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.864468444286878857e+00 0.000000000000000000e+00
1.000000000000000000e+00 7.097502201588201665e-01 0.000000000000000000e+00
-1.000000000000000000e+00 9.119530892274845257e-01 0.000000000000000000e+00
-1.000000000000000000e+00 7.758915849813163845e-02 0.000000000000000000e+00
1.000000000000000000e+00 9.767640390717136079e-01 0.000000000000000000e+00
-1.000000000000000000e+00 4.173295608740676954e-01 0.000000000000000000e+00
1.000000000000000000e+00 2.257901380483455789e-01 0.000000000000000000e+00
1.000000000000000000e+00 1.488678326421870590e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.431077856205207333e+00 0.000000000000000000e+00
1.000000000000000000e+00 2.351350532668118554e+00 0.000000000000000000e+00
-1.000000000000000000e+00 2.330971953865100588e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.501712038437506447e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.336922981718999814e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.285004802450066652e+00 0.000000000000000000e+00
-1.000000000000000000e+00 6.977684156033223672e-01 0.000000000000000000e+00
-1.000000000000000000e+00 8.856446815688006069e-01 0.000000000000000000e+00
-1.000000000000000000e+00 9.970252488854853823e-01 0.000000000000000000e+00
1.000000000000000000e+00 2.089886923832934507e+00 0.000000000000000000e+00
-1.000000000000000000e+00 2.115769451475116192e+00 0.000000000000000000e+00
1.000000000000000000e+00 2.472620416526652320e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.621305479616321765e+00 0.000000000000000000e+00
-1.000000000000000000e+00 7.706461161952429251e-01 0.000000000000000000e+00
-1.000000000000000000e+00 4.093432568045685116e-02 0.000000000000000000e+00
1.000000000000000000e+00 2.352692788385755129e+00 0.000000000000000000e+00
1.000000000000000000e+00 2.428347492076983194e+00 0.000000000000000000e+00
1.000000000000000000e+00 2.066905205014804459e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.930847435676039225e+00 0.000000000000000000e+00
1.000000000000000000e+00 2.409070469308210782e+00 0.000000000000000000e+00
1.000000000000000000e+00 5.428705513156195650e-02 0.000000000000000000e+00
-1.000000000000000000e+00 1.219486853787295821e+00 0.000000000000000000e+00
1.000000000000000000e+00 2.261544462181976911e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.477727935758964772e+00 0.000000000000000000e+00
-1.000000000000000000e+00 7.555437435179523931e-01 0.000000000000000000e+00
1.000000000000000000e+00 2.467197495545126351e+00 0.000000000000000000e+00
1.000000000000000000e+00 7.830139952128933878e-01 0.000000000000000000e+00
-1.000000000000000000e+00 1.929514912671055349e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.919454823908042229e-01 0.000000000000000000e+00
