# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.199977503158152103e-04 7.734432071447372437e-02 5.516059398651123047e-01 5.628041177988052368e-02 9.199977503158152103e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+03 4.458202980458736420e-03 4.447022825479507446e-02 1.174296066164970398e-02 7.043231744319200516e-04 4.458202980458736420e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+03 7.443609647452831268e-04 3.895993810147047043e-03 3.866131883114576340e-04 1.188886235468089581e-04 7.443611393682658672e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+03 3.770589828491210938e-04 2.567299176007509232e-03 2.091195055982097983e-04 3.704196933540515602e-05 3.770588955376297235e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+03 2.929445472545921803e-04 1.994958147406578064e-03 1.714269164949655533e-04 1.929372228914871812e-05 2.929444890469312668e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+03 2.274052385473623872e-04 1.573066227138042450e-03 1.429488183930516243e-04 1.539941149530932307e-05 2.274052239954471588e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+03 1.710373908281326294e-04 1.256199553608894348e-03 1.193424614029936492e-04 1.178538605017820373e-05 1.710373908281326294e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000000e+03 1.262915611732751131e-04 1.039931667037308216e-03 1.069536810973659158e-04 1.388215696351835504e-05 1.262915466213598847e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+03 9.866776235867291689e-05 8.900514803826808929e-04 9.745052375365048647e-05 9.258785212296061218e-06 9.866776235867291689e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000000e+03 8.830929436953738332e-05 8.278571767732501030e-04 9.309274901170283556e-05 3.284559352323412895e-05 8.830929436953738332e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+04 7.524705142714083195e-05 7.231929339468479156e-04 8.194942347472533584e-05 6.615829533984651789e-06 7.524704415118321776e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.100000000000000000e+04 7.644336437806487083e-05 7.151840836741030216e-04 8.026325667742639780e-05 4.254301529726944864e-05 7.644336437806487083e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.200000000000000000e+04 1.144384950748644769e-04 8.731981506571173668e-04 7.974792970344424248e-05 2.052951895166188478e-04 1.144384950748644769e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.300000000000000000e+04 6.445623148465529084e-05 5.756517639383673668e-04 6.657968333456665277e-05 2.941452294180635363e-06 6.445619510486721992e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000000e+04 6.936520367162302136e-05 5.658160662278532982e-04 6.046751150279305875e-05 2.619125007186084986e-05 6.936522549949586391e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.500000000000000000e+04 1.050684077199548483e-04 6.933434633538126945e-04 6.996169395279139280e-05 1.422766945324838161e-04 1.050684440997429192e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000000e+04 5.821823651785962284e-05 4.663386789616197348e-04 4.884931331616826355e-05 1.731650286274089012e-06 5.821819286211393774e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.700000000000000000e+04 4.621184489224106073e-04 6.650708965025842190e-04 7.203316199593245983e-04 1.842000638134777546e-04 4.621184489224106073e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.800000000000000000e+04 5.495635195984505117e-05 4.036811296828091145e-04 4.026329406769946218e-05 1.672104303906962741e-06 5.495633013197220862e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.900000000000000000e+04 1.224434963660314679e-04 6.435214309021830559e-04 1.002867502393200994e-04 1.581770338816568255e-04 1.224434818141162395e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+04 9.484615293331444263e-05 3.842094738502055407e-04 6.139040488051250577e-05 4.851082485402002931e-05 9.484615293331444263e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+04 9.484615293331444263e-05 3.842094738502055407e-04 6.139040488051250577e-05 4.851082485402002931e-05 9.484615293331444263e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000100000000000000e+04 9.484615293331444263e-05 3.842094738502055407e-04 6.139040488051250577e-05 4.851082485402002931e-05 9.484615293331444263e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000200000000000000e+04 3.902199554443359375e+01 1.892114067077636719e+01 1.281868934631347656e+01 1.819815444946289062e+01 9.484615293331444263e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000300000000000000e+04 5.828720168210566044e-05 3.467073838692158461e-04 3.340839612064883113e-05 5.072043677500914782e-06 9.484615293331444263e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000400000000000000e+04 5.131541911396197975e-05 3.432001685723662376e-04 3.302345430711284280e-05 1.395985577801184263e-06 9.484615293331444263e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000500000000000000e+04 5.128665725351311266e-05 3.431320656090974808e-04 3.286489300080575049e-05 1.083399865819956176e-06 9.484615293331444263e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000600000000000000e+04 5.115880776429548860e-05 3.432664670981466770e-04 3.273203765274956822e-05 9.764607966644689441e-07 9.484615293331444263e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000700000000000000e+04 5.100219641462899745e-05 3.433783422224223614e-04 3.264464612584561110e-05 9.279510209125874098e-07 9.484615293331444263e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
